campaign_name,adset_name,ad_name,cpm,impressions,reach,video_play_actions,video_p95_watched_actions,video_avg_time_watched_actions,clicks,ctr,actions,cost_per_action_type,spend,frequency,date_start,date_stop,age,gender,account_id,outbound_clicks_ctr,cpc,action_values,purchase_roas,link_clicks,view_content,video_views_3_Sec,Add_to_cart,initiate_checkout,purchase,link_click_cost,view_content_cost,add_to_cart_cost,purchase_cost,conversion_value,ROAS
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,40.0077,233,187,208,13,4,14,6.008584,"[{'action_type': 'omni_add_to_cart', 'value': '1'}, {'action_type': 'omni_initiated_checkout', 'value': '1'}, {'action_type': 'onsite_web_app_view_content', 'value': '4'}, {'action_type': 'landing_page_view', 'value': '4'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '1'}, {'action_type': 'page_engagement', 'value': '54'}, {'action_type': 'onsite_web_add_to_cart', 'value': '1'}, {'action_type': 'post_engagement', 'value': '54'}, {'action_type': 'view_content', 'value': '4'}, {'action_type': 'onsite_web_view_content', 'value': '4'}, {'action_type': 'add_to_cart', 'value': '1'}, {'action_type': 'video_view', 'value': '48'}, {'action_type': 'omni_view_content', 'value': '4'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '4'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '1'}, {'action_type': 'initiate_checkout', 'value': '1'}, {'action_type': 'link_click', 'value': '6'}]","[{'action_type': 'initiate_checkout', 'value': '9.321794'}, {'action_type': 'omni_view_content', 'value': '2.330449'}, {'action_type': 'link_click', 'value': '1.553632'}, {'action_type': 'onsite_web_add_to_cart', 'value': '9.321794'}, {'action_type': 'page_engagement', 'value': '0.172626'}, {'action_type': 'post_engagement', 'value': '0.172626'}, {'action_type': 'view_content', 'value': '2.330449'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '9.321794'}, {'action_type': 'landing_page_view', 'value': '2.330449'}, {'action_type': 'omni_initiated_checkout', 'value': '9.321794'}, {'action_type': 'omni_add_to_cart', 'value': '9.321794'}, {'action_type': 'video_view', 'value': '0.194204'}, {'action_type': 'onsite_web_app_view_content', 'value': '2.330449'}, {'action_type': 'onsite_web_view_content', 'value': '2.330449'}, {'action_type': 'add_to_cart', 'value': '9.321794'}]",9.321794,1.245989,2024-08-06,2024-08-06,35-44,female,382451670462161,2.575107,0.665842,"[{'action_type': 'onsite_web_app_add_to_cart', 'value': '449'}, {'action_type': 'onsite_web_add_to_cart', 'value': '449'}, {'action_type': 'omni_add_to_cart', 'value': '449'}, {'action_type': 'initiate_checkout', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '449'}, {'action_type': 'view_content', 'value': '1796'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '1796'}, {'action_type': 'omni_initiated_checkout', 'value': '449'}, {'action_type': 'omni_view_content', 'value': '1796'}, {'action_type': 'onsite_web_app_view_content', 'value': '1796'}, {'action_type': 'onsite_web_view_content', 'value': '1796'}, {'action_type': 'add_to_cart', 'value': '449'}]",,6,4,48,1,1,0,1.553632,2.330449,9.321794,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,46.429717,17,14,14,1,3,1,5.882353,"[{'action_type': 'page_engagement', 'value': '3'}, {'action_type': 'post_engagement', 'value': '3'}, {'action_type': 'video_view', 'value': '2'}, {'action_type': 'link_click', 'value': '1'}]","[{'action_type': 'link_click', 'value': '0.789305'}, {'action_type': 'page_engagement', 'value': '0.263102'}, {'action_type': 'post_engagement', 'value': '0.263102'}, {'action_type': 'video_view', 'value': '0.394653'}]",0.789305,1.214286,2024-08-06,2024-08-06,35-44,male,382451670462161,5.882353,0.789305,,,1,0,2,0,0,0,0.789305,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,19.98241,1,1,1,0,1,0,0,,,0.019982,1,2024-08-06,2024-08-06,35-44,unknown,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,55.679142,103,80,94,2,3,2,1.941748,"[{'action_type': 'omni_add_to_cart', 'value': '2'}, {'action_type': 'omni_initiated_checkout', 'value': '2'}, {'action_type': 'onsite_web_app_view_content', 'value': '2'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '2'}, {'action_type': 'page_engagement', 'value': '26'}, {'action_type': 'onsite_web_add_to_cart', 'value': '2'}, {'action_type': 'post_engagement', 'value': '26'}, {'action_type': 'view_content', 'value': '2'}, {'action_type': 'onsite_web_view_content', 'value': '2'}, {'action_type': 'add_to_cart', 'value': '2'}, {'action_type': 'video_view', 'value': '25'}, {'action_type': 'omni_view_content', 'value': '2'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '2'}, {'action_type': 'post_reaction', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '2'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '2'}, {'action_type': 'initiate_checkout', 'value': '2'}]","[{'action_type': 'initiate_checkout', 'value': '2.867476'}, {'action_type': 'omni_view_content', 'value': '2.867476'}, {'action_type': 'onsite_web_add_to_cart', 'value': '2.867476'}, {'action_type': 'page_engagement', 'value': '0.220575'}, {'action_type': 'post_engagement', 'value': '0.220575'}, {'action_type': 'view_content', 'value': '2.867476'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '2.867476'}, {'action_type': 'omni_initiated_checkout', 'value': '2.867476'}, {'action_type': 'omni_add_to_cart', 'value': '2.867476'}, {'action_type': 'video_view', 'value': '0.229398'}, {'action_type': 'onsite_web_app_view_content', 'value': '2.867476'}, {'action_type': 'onsite_web_view_content', 'value': '2.867476'}, {'action_type': 'add_to_cart', 'value': '2.867476'}]",5.734952,1.2875,2024-08-06,2024-08-06,45-54,female,382451670462161,0,2.867476,"[{'action_type': 'onsite_web_app_add_to_cart', 'value': '898'}, {'action_type': 'onsite_web_add_to_cart', 'value': '898'}, {'action_type': 'omni_add_to_cart', 'value': '898'}, {'action_type': 'initiate_checkout', 'value': '898'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '898'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '898'}, {'action_type': 'view_content', 'value': '898'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '898'}, {'action_type': 'omni_initiated_checkout', 'value': '898'}, {'action_type': 'omni_view_content', 'value': '898'}, {'action_type': 'onsite_web_app_view_content', 'value': '898'}, {'action_type': 'onsite_web_view_content', 'value': '898'}, {'action_type': 'add_to_cart', 'value': '898'}]",,0,2,25,2,2,0,0,2.867476,2.867476,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,65.327109,13,11,12,0,2,0,0,"[{'action_type': 'page_engagement', 'value': '4'}, {'action_type': 'post_engagement', 'value': '4'}, {'action_type': 'video_view', 'value': '4'}]","[{'action_type': 'page_engagement', 'value': '0.212313'}, {'action_type': 'post_engagement', 'value': '0.212313'}, {'action_type': 'video_view', 'value': '0.212313'}]",0.849252,1.181818,2024-08-06,2024-08-06,45-54,male,382451670462161,0,,,,0,0,4,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,90.97255,19,16,16,0,3,0,0,"[{'action_type': 'page_engagement', 'value': '5'}, {'action_type': 'post_engagement', 'value': '5'}, {'action_type': 'video_view', 'value': '5'}]","[{'action_type': 'page_engagement', 'value': '0.345696'}, {'action_type': 'post_engagement', 'value': '0.345696'}, {'action_type': 'video_view', 'value': '0.345696'}]",1.728478,1.1875,2024-08-06,2024-08-06,55-64,female,382451670462161,0,,,,0,0,5,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,29.973615,1,1,1,0,1,0,0,,,0.029974,1,2024-08-06,2024-08-06,55-64,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 9 Serum,39.96482,6,6,5,0,1,0,0,,,0.239789,1,2024-08-06,2024-08-06,65+,female,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,21.25,8,7,7,0,1,0,0,,,0.17,1.142857,2024-08-06,2024-08-06,18-24,female,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,10,2,2,2,0,3,0,0,"[{'action_type': 'page_engagement', 'value': '1'}, {'action_type': 'post_engagement', 'value': '1'}, {'action_type': 'video_view', 'value': '1'}]","[{'action_type': 'page_engagement', 'value': '0.02'}, {'action_type': 'post_engagement', 'value': '0.02'}, {'action_type': 'video_view', 'value': '0.02'}]",0.02,1,2024-08-06,2024-08-06,18-24,male,382451670462161,0,,,,0,0,1,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,22.380952,42,35,37,1,2,0,0,"[{'action_type': 'page_engagement', 'value': '3'}, {'action_type': 'post_engagement', 'value': '3'}, {'action_type': 'video_view', 'value': '3'}]","[{'action_type': 'page_engagement', 'value': '0.313333'}, {'action_type': 'post_engagement', 'value': '0.313333'}, {'action_type': 'video_view', 'value': '0.313333'}]",0.94,1.2,2024-08-06,2024-08-06,25-34,female,382451670462161,0,,,,0,0,3,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,18.333333,6,5,4,0,1,0,0,,,0.11,1.2,2024-08-06,2024-08-06,25-34,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,29.423077,52,43,49,5,5,1,1.923077,"[{'action_type': 'page_engagement', 'value': '7'}, {'action_type': 'post_engagement', 'value': '7'}, {'action_type': 'video_view', 'value': '7'}]","[{'action_type': 'page_engagement', 'value': '0.218571'}, {'action_type': 'post_engagement', 'value': '0.218571'}, {'action_type': 'video_view', 'value': '0.218571'}]",1.53,1.209302,2024-08-06,2024-08-06,35-44,female,382451670462161,0,1.53,,,0,0,7,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,50,5,5,5,2,9,0,0,"[{'action_type': 'page_engagement', 'value': '2'}, {'action_type': 'post_engagement', 'value': '2'}, {'action_type': 'video_view', 'value': '2'}]","[{'action_type': 'page_engagement', 'value': '0.125'}, {'action_type': 'post_engagement', 'value': '0.125'}, {'action_type': 'video_view', 'value': '0.125'}]",0.25,1,2024-08-06,2024-08-06,35-44,male,382451670462161,0,,,,0,0,2,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,32,15,13,13,1,2,0,0,"[{'action_type': 'page_engagement', 'value': '1'}, {'action_type': 'post_engagement', 'value': '1'}, {'action_type': 'video_view', 'value': '1'}]","[{'action_type': 'page_engagement', 'value': '0.48'}, {'action_type': 'post_engagement', 'value': '0.48'}, {'action_type': 'video_view', 'value': '0.48'}]",0.48,1.153846,2024-08-06,2024-08-06,45-54,female,382451670462161,0,,,,0,0,1,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,62.5,4,4,3,0,1,0,0,,,0.25,1,2024-08-06,2024-08-06,45-54,male,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,15,2,2,1,0,2,0,0,,,0.03,1,2024-08-06,2024-08-06,55-64,female,382451670462161,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo retargeting 1 Serum,13.333333,3,3,2,0,3,0,0,"[{'action_type': 'page_engagement', 'value': '1'}, {'action_type': 'post_engagement', 'value': '1'}, {'action_type': 'video_view', 'value': '1'}]","[{'action_type': 'page_engagement', 'value': '0.04'}, {'action_type': 'post_engagement', 'value': '0.04'}, {'action_type': 'video_view', 'value': '0.04'}]",0.04,1,2024-08-06,2024-08-06,65+,female,382451670462161,0,,,,0,0,1,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,25.829911,442,400,390,13,3,12,2.714932,"[{'action_type': 'onsite_web_app_view_content', 'value': '5'}, {'action_type': 'landing_page_view', 'value': '4'}, {'action_type': 'page_engagement', 'value': '80'}, {'action_type': 'post_engagement', 'value': '80'}, {'action_type': 'view_content', 'value': '5'}, {'action_type': 'onsite_web_view_content', 'value': '5'}, {'action_type': 'video_view', 'value': '73'}, {'action_type': 'omni_view_content', 'value': '5'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '5'}, {'action_type': 'post_reaction', 'value': '3'}, {'action_type': 'link_click', 'value': '4'}]","[{'action_type': 'omni_view_content', 'value': '2.283364'}, {'action_type': 'link_click', 'value': '2.854205'}, {'action_type': 'page_engagement', 'value': '0.14271'}, {'action_type': 'post_engagement', 'value': '0.14271'}, {'action_type': 'view_content', 'value': '2.283364'}, {'action_type': 'landing_page_view', 'value': '2.854205'}, {'action_type': 'video_view', 'value': '0.156395'}, {'action_type': 'onsite_web_app_view_content', 'value': '2.283364'}, {'action_type': 'onsite_web_view_content', 'value': '2.283364'}]",11.416821,1.105,2024-08-06,2024-08-06,18-24,female,382451670462161,0.904977,0.951402,"[{'action_type': 'view_content', 'value': '2245'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '2245'}, {'action_type': 'omni_view_content', 'value': '2245'}, {'action_type': 'onsite_web_app_view_content', 'value': '2245'}, {'action_type': 'onsite_web_view_content', 'value': '2245'}]",,4,5,73,0,0,0,2.854205,2.283364,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,26.191987,90,90,76,0,2,0,0,"[{'action_type': 'page_engagement', 'value': '16'}, {'action_type': 'post_engagement', 'value': '16'}, {'action_type': 'video_view', 'value': '16'}]","[{'action_type': 'page_engagement', 'value': '0.14733'}, {'action_type': 'post_engagement', 'value': '0.14733'}, {'action_type': 'video_view', 'value': '0.14733'}]",2.357279,1,2024-08-06,2024-08-06,18-24,male,382451670462161,0,,,,0,0,16,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,382.058957,4,4,3,0,1,0,0,"[{'action_type': 'page_engagement', 'value': '1'}, {'action_type': 'post_engagement', 'value': '1'}, {'action_type': 'video_view', 'value': '1'}]","[{'action_type': 'page_engagement', 'value': '1.528236'}, {'action_type': 'post_engagement', 'value': '1.528236'}, {'action_type': 'video_view', 'value': '1.528236'}]",1.528236,1,2024-08-06,2024-08-06,18-24,unknown,382451670462161,0,,,,0,0,1,0,0,0,0,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,20.001811,4016,3498,3667,147,4,100,2.49004,"[{'action_type': 'web_in_store_purchase', 'value': '1'}, {'action_type': 'omni_add_to_cart', 'value': '7'}, {'action_type': 'omni_initiated_checkout', 'value': '7'}, {'action_type': 'onsite_web_app_view_content', 'value': '26'}, {'action_type': 'landing_page_view', 'value': '19'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '7'}, {'action_type': 'comment', 'value': '1'}, {'action_type': 'onsite_web_app_purchase', 'value': '1'}, {'action_type': 'page_engagement', 'value': '910'}, {'action_type': 'purchase', 'value': '1'}, {'action_type': 'onsite_web_add_to_cart', 'value': '7'}, {'action_type': 'post_engagement', 'value': '909'}, {'action_type': 'onsite_web_purchase', 'value': '1'}, {'action_type': 'view_content', 'value': '26'}, {'action_type': 'post', 'value': '1'}, {'action_type': 'like', 'value': '1'}, {'action_type': 'onsite_web_view_content', 'value': '26'}, {'action_type': 'add_to_cart', 'value': '7'}, {'action_type': 'video_view', 'value': '870'}, {'action_type': 'omni_view_content', 'value': '26'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '26'}, {'action_type': 'post_reaction', 'value': '8'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '7'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '7'}, {'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '1'}, {'action_type': 'initiate_checkout', 'value': '7'}, {'action_type': 'link_click', 'value': '29'}, {'action_type': 'omni_purchase', 'value': '1'}]","[{'action_type': 'web_in_store_purchase', 'value': '80.327272'}, {'action_type': 'omni_purchase', 'value': '80.327272'}, {'action_type': 'initiate_checkout', 'value': '11.475325'}, {'action_type': 'omni_view_content', 'value': '3.08951'}, {'action_type': 'link_click', 'value': '2.769906'}, {'action_type': 'like', 'value': '80.327272'}, {'action_type': 'onsite_web_add_to_cart', 'value': '11.475325'}, {'action_type': 'page_engagement', 'value': '0.088272'}, {'action_type': 'purchase', 'value': '80.327272'}, {'action_type': 'post_engagement', 'value': '0.088369'}, {'action_type': 'onsite_web_purchase', 'value': '80.327272'}, {'action_type': 'view_content', 'value': '3.08951'}, {'action_type': 'onsite_web_app_purchase', 'value': '80.327272'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '11.475325'}, {'action_type': 'landing_page_view', 'value': '4.227751'}, {'action_type': 'omni_initiated_checkout', 'value': '11.475325'}, {'action_type': 'omni_add_to_cart', 'value': '11.475325'}, {'action_type': 'video_view', 'value': '0.09233'}, {'action_type': 'onsite_web_app_view_content', 'value': '3.08951'}, {'action_type': 'onsite_web_view_content', 'value': '3.08951'}, {'action_type': 'add_to_cart', 'value': '11.475325'}]",80.327272,1.148085,2024-08-06,2024-08-06,25-34,female,382451670462161,0.722112,0.803273,"[{'action_type': 'onsite_web_app_purchase', 'value': '648'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '3592'}, {'action_type': 'onsite_web_add_to_cart', 'value': '3592'}, {'action_type': 'web_in_store_purchase', 'value': '648'}, {'action_type': 'omni_purchase', 'value': '648'}, {'action_type': 'omni_add_to_cart', 'value': '3592'}, {'action_type': 'initiate_checkout', 'value': '3592'}, {'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '648'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '3592'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '3592'}, {'action_type': 'view_content', 'value': '11674'}, {'action_type': 'purchase', 'value': '648'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '11674'}, {'action_type': 'onsite_web_purchase', 'value': '648'}, {'action_type': 'omni_initiated_checkout', 'value': '3592'}, {'action_type': 'omni_view_content', 'value': '11674'}, {'action_type': 'onsite_web_app_view_content', 'value': '11674'}, {'action_type': 'onsite_web_view_content', 'value': '11674'}, {'action_type': 'add_to_cart', 'value': '3592'}]","[{'action_type': 'omni_purchase', 'value': '8.066999'}]",29,26,870,7,7,1,2.769906,3.08951,11.475325,80.327272,648,8.066999
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,26.258032,326,260,281,16,4,12,3.680982,"[{'action_type': 'onsite_web_app_view_content', 'value': '1'}, {'action_type': 'landing_page_view', 'value': '1'}, {'action_type': 'page_engagement', 'value': '68'}, {'action_type': 'post_engagement', 'value': '68'}, {'action_type': 'view_content', 'value': '1'}, {'action_type': 'onsite_web_view_content', 'value': '1'}, {'action_type': 'video_view', 'value': '63'}, {'action_type': 'omni_view_content', 'value': '1'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '1'}, {'action_type': 'post_reaction', 'value': '3'}, {'action_type': 'link_click', 'value': '2'}]","[{'action_type': 'omni_view_content', 'value': '8.560118'}, {'action_type': 'link_click', 'value': '4.280059'}, {'action_type': 'page_engagement', 'value': '0.125884'}, {'action_type': 'post_engagement', 'value': '0.125884'}, {'action_type': 'view_content', 'value': '8.560118'}, {'action_type': 'landing_page_view', 'value': '8.560118'}, {'action_type': 'video_view', 'value': '0.135875'}, {'action_type': 'onsite_web_app_view_content', 'value': '8.560118'}, {'action_type': 'onsite_web_view_content', 'value': '8.560118'}]",8.560118,1.253846,2024-08-06,2024-08-06,25-34,male,382451670462161,0.613497,0.713343,"[{'action_type': 'view_content', 'value': '449'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '449'}, {'action_type': 'omni_view_content', 'value': '449'}, {'action_type': 'onsite_web_app_view_content', 'value': '449'}, {'action_type': 'onsite_web_view_content', 'value': '449'}]",,2,1,63,0,0,0,4.280059,8.560118,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,30.44105,21,21,18,1,6,4,19.047619,"[{'action_type': 'page_engagement', 'value': '11'}, {'action_type': 'post_engagement', 'value': '11'}, {'action_type': 'video_view', 'value': '8'}, {'action_type': 'post_reaction', 'value': '1'}, {'action_type': 'link_click', 'value': '2'}]","[{'action_type': 'link_click', 'value': '0.319631'}, {'action_type': 'page_engagement', 'value': '0.058115'}, {'action_type': 'post_engagement', 'value': '0.058115'}, {'action_type': 'video_view', 'value': '0.079908'}]",0.639262,1,2024-08-06,2024-08-06,25-34,unknown,382451670462161,9.52381,0.159816,,,2,0,8,0,0,0,0.319631,0,0,0,0,0
AS-SS-Advantage-04-07-24 Campaña,AS-SS-Advantage-04-07-24 Conjunto de anuncios,Vídeo 7 Serum,23.527959,7139,6125,6645,304,4,242,3.389831,"[{'action_type': 'web_in_store_purchase', 'value': '2'}, {'action_type': 'omni_add_to_cart', 'value': '7'}, {'action_type': 'omni_initiated_checkout', 'value': '7'}, {'action_type': 'onsite_web_app_view_content', 'value': '70'}, {'action_type': 'landing_page_view', 'value': '56'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '7'}, {'action_type': 'onsite_conversion.post_save', 'value': '3'}, {'action_type': 'comment', 'value': '3'}, {'action_type': 'onsite_web_app_purchase', 'value': '2'}, {'action_type': 'page_engagement', 'value': '1958'}, {'action_type': 'purchase', 'value': '2'}, {'action_type': 'onsite_web_add_to_cart', 'value': '7'}, {'action_type': 'post_engagement', 'value': '1958'}, {'action_type': 'onsite_web_purchase', 'value': '2'}, {'action_type': 'view_content', 'value': '70'}, {'action_type': 'post', 'value': '1'}, {'action_type': 'onsite_web_view_content', 'value': '70'}, {'action_type': 'add_to_cart', 'value': '7'}, {'action_type': 'video_view', 'value': '1843'}, {'action_type': 'omni_view_content', 'value': '70'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '70'}, {'action_type': 'post_reaction', 'value': '23'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '7'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '7'}, {'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '2'}, {'action_type': 'initiate_checkout', 'value': '7'}, {'action_type': 'link_click', 'value': '85'}, {'action_type': 'omni_purchase', 'value': '2'}]","[{'action_type': 'web_in_store_purchase', 'value': '83.983051'}, {'action_type': 'omni_purchase', 'value': '83.983051'}, {'action_type': 'initiate_checkout', 'value': '23.995158'}, {'action_type': 'omni_view_content', 'value': '2.399516'}, {'action_type': 'onsite_conversion.post_save', 'value': '55.988701'}, {'action_type': 'link_click', 'value': '1.976072'}, {'action_type': 'onsite_web_add_to_cart', 'value': '23.995158'}, {'action_type': 'page_engagement', 'value': '0.085785'}, {'action_type': 'purchase', 'value': '83.983051'}, {'action_type': 'post_engagement', 'value': '0.085785'}, {'action_type': 'onsite_web_purchase', 'value': '83.983051'}, {'action_type': 'view_content', 'value': '2.399516'}, {'action_type': 'onsite_web_app_purchase', 'value': '83.983051'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '23.995158'}, {'action_type': 'landing_page_view', 'value': '2.999395'}, {'action_type': 'omni_initiated_checkout', 'value': '23.995158'}, {'action_type': 'omni_add_to_cart', 'value': '23.995158'}, {'action_type': 'video_view', 'value': '0.091137'}, {'action_type': 'onsite_web_app_view_content', 'value': '2.399516'}, {'action_type': 'onsite_web_view_content', 'value': '2.399516'}, {'action_type': 'add_to_cart', 'value': '23.995158'}]",167.966103,1.165551,2024-08-06,2024-08-06,35-44,female,382451670462161,1.190643,0.694075,"[{'action_type': 'onsite_web_app_purchase', 'value': '1097'}, {'action_type': 'onsite_web_app_add_to_cart', 'value': '3143'}, {'action_type': 'onsite_web_add_to_cart', 'value': '3143'}, {'action_type': 'web_in_store_purchase', 'value': '1097'}, {'action_type': 'omni_purchase', 'value': '1097'}, {'action_type': 'omni_add_to_cart', 'value': '3143'}, {'action_type': 'initiate_checkout', 'value': '3143'}, {'action_type': 'offsite_conversion.fb_pixel_purchase', 'value': '1097'}, {'action_type': 'offsite_conversion.fb_pixel_initiate_checkout', 'value': '3143'}, {'action_type': 'offsite_conversion.fb_pixel_add_to_cart', 'value': '3143'}, {'action_type': 'view_content', 'value': '31430'}, {'action_type': 'purchase', 'value': '1097'}, {'action_type': 'offsite_conversion.fb_pixel_view_content', 'value': '31430'}, {'action_type': 'onsite_web_purchase', 'value': '1097'}, {'action_type': 'omni_initiated_checkout', 'value': '3143'}, {'action_type': 'omni_view_content', 'value': '31430'}, {'action_type': 'onsite_web_app_view_content', 'value': '31430'}, {'action_type': 'onsite_web_view_content', 'value': '31430'}, {'action_type': 'add_to_cart', 'value': '3143'}]","[{'action_type': 'omni_purchase', 'value': '6.53108'}]",85,70,1843,7,7,2,1.976072,2.399516,23.995158,83.983051,1097,6.53108
